"","latitude","longitude","month","snc"
"363",58.451194,-118.30825,3,0.40087890625
"364",58.451194,-118.30825,4,0.40087890625
"365",58.451194,-118.30825,5,0.388306538263957
"366",58.451194,-118.30825,6,0.057904731689228
"367",58.451194,-118.30825,7,0
"368",58.451194,-118.30825,8,0
"369",58.451194,-118.30825,9,0.0211574983679586
"370",58.451194,-118.30825,10,0.289882863768273
"371",58.451194,-118.30825,11,0.389743381076389
"372",58.451194,-118.30825,12,0.389743381076389
"373",58.48693,-117.974716,1,0.40087890625
"374",58.48693,-117.974716,2,0.40087890625
"375",58.48693,-117.974716,3,0.40087890625
"376",58.48693,-117.974716,4,0.40087890625
"377",58.48693,-117.974716,5,0.372860487550497
"378",58.48693,-117.974716,6,0.0437997330187096
"379",58.48693,-117.974716,7,0
"380",58.48693,-117.974716,8,0
"381",58.48693,-117.974716,9,0.0196727616712451
"382",58.48693,-117.974716,10,0.291678916869892
"383",58.48693,-117.974716,11,0.389743381076389
"384",58.48693,-117.974716,12,0.389743381076389
"385",58.424129,-117.608231,1,0.8857421875
"386",58.424129,-117.608231,2,0.8857421875
"387",58.424129,-117.608231,3,0.8857421875
"388",58.424129,-117.608231,4,0.8857421875
"389",58.424129,-117.608231,5,0.83574061261283
"390",58.424129,-117.608231,6,0.127940542530268
"391",58.424129,-117.608231,7,0
"392",58.424129,-117.608231,8,0
"393",58.424129,-117.608231,9,0.0369059261348512
"394",58.424129,-117.608231,10,0.607161981364091
"395",58.424129,-117.608231,11,0.861138237847222
"396",58.424129,-117.608231,12,0.861138237847222
"397",58.424129,-117.608231,1,0.8857421875
"398",58.424129,-117.608231,2,0.8857421875
"399",58.424129,-117.608231,3,0.8857421875
"400",58.424129,-117.608231,4,0.8857421875
"401",58.424129,-117.608231,5,0.83574061261283
"402",58.424129,-117.608231,6,0.127940542530268
"403",58.424129,-117.608231,7,0
"404",58.424129,-117.608231,8,0
"405",58.424129,-117.608231,9,0.0369059261348512
"406",58.424129,-117.608231,10,0.607161981364091
"407",58.424129,-117.608231,11,0.861138237847222
"408",58.424129,-117.608231,12,0.861138237847222
"409",58.424129,-117.608231,1,0.8857421875
"410",58.424129,-117.608231,2,0.8857421875
"411",58.424129,-117.608231,3,0.8857421875
"412",58.424129,-117.608231,4,0.8857421875
"413",58.424129,-117.608231,5,0.83574061261283
"414",58.424129,-117.608231,6,0.127940542530268
"415",58.424129,-117.608231,7,0
"416",58.424129,-117.608231,8,0
"417",58.424129,-117.608231,9,0.0369059261348512
"418",58.424129,-117.608231,10,0.607161981364091
"419",58.424129,-117.608231,11,0.861138237847222
"420",58.424129,-117.608231,12,0.861138237847222
"421",57.819053,-110.839073,1,0.9326171875
"422",57.819053,-110.839073,2,0.9326171875
"423",57.819053,-110.839073,3,0.9326171875
"424",57.819053,-110.839073,4,0.9326171875
"425",57.819053,-110.839073,5,0.9326171875
"426",57.819053,-110.839073,6,0.568205662485626
"427",57.819053,-110.839073,7,0.0259060329861111
"428",57.819053,-110.839073,8,0.0292487465259102
"429",57.819053,-110.839073,9,0.130393703571624
"430",57.819053,-110.839073,10,0.81478651944134
"431",57.819053,-110.839073,11,0.906711154513889
"432",57.819053,-110.839073,12,0.906711154513889
"433",58.373638,-119.652313,1,0.47412109375
"434",58.373638,-119.652313,2,0.47412109375
"435",58.373638,-119.652313,3,0.47412109375
"436",58.373638,-119.652313,4,0.47412109375
"437",58.373638,-119.652313,5,0.342845626589325
"438",58.373638,-119.652313,6,0.00263400624195735
"439",58.373638,-119.652313,7,0
"440",58.373638,-119.652313,8,0
"441",58.373638,-119.652313,9,0.00658501550141308
"442",58.373638,-119.652313,10,0.262975764874783
"443",58.373638,-119.652313,11,0.460073061287403
"444",58.373638,-119.652313,12,0.460951063368056
"445",58.373638,-119.652313,1,0.47412109375
