system:index,Greenup_1,MidGreenup_1,Peak_1,datetime,google:max_source_file_timestamp,location,timestamp,year,.geo
2018_01_01_00000000000000000037,17662.0,17679.0,17721.0,2018-01-01 00:00:00,1.595182911E12,160-SW,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-118.20835784625096,59.17012229133524],[-118.20661344379012,59.17012229133524],[-118.20661344379012,59.171022005023055],[-118.20835784625096,59.171022005023055],[-118.20835784625096,59.17012229133524]]]}"
2018_01_01_00000000000000000024,17647.0,17671.0,17720.0,2018-01-01 00:00:00,1.595182911E12,304-SE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-119.65316264070698,58.37318729196242],[-119.65145780423971,58.37318729196242],[-119.65145780423971,58.37408700565017],[-119.65316264070698,58.37408700565017],[-119.65316264070698,58.37318729196242]]]}"
2018_01_01_00000000000000000038,17647.0,17671.0,17720.0,2018-01-01 00:00:00,1.595182911E12,304-NW,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-119.65316264070698,58.37318729196242],[-119.65145780423971,58.37318729196242],[-119.65145780423971,58.37408700565017],[-119.65316264070698,58.37408700565017],[-119.65316264070698,58.37318729196242]]]}"
2018_01_01_00000000000000000020,17650.0,17674.0,17717.0,2018-01-01 00:00:00,1.595182911E12,190-NE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-117.83414974508722,58.980409837016396],[-117.83241495761598,58.980409837016396],[-117.83241495761598,58.9813095507042],[-117.83414974508722,58.9813095507042],[-117.83414974508722,58.980409837016396]]]}"
2018_01_01_00000000000000000004,17714.0,17731.0,17771.0,2018-01-01 00:00:00,1.595182911E12,WLNP-2-3,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-113.96785771990989,49.09072122001529],[-113.96649257000787,49.09072122001529],[-113.96649257000787,49.091620933702394],[-113.96785771990989,49.091620933702394],[-113.96785771990989,49.09072122001529]]]}"
2018_01_01_00000000000000000017,17643.0,17669.0,17724.0,2018-01-01 00:00:00,1.595182911E12,306-NE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-118.9897503362602,58.34716843731555],[-118.9880467558242,58.34716843731555],[-118.9880467558242,58.34806815100329],[-118.9897503362602,58.34806815100329],[-118.9897503362602,58.34716843731555]]]}"
2018_01_01_0000000000000000001b,17651.0,17671.0,17722.0,2018-01-01 00:00:00,1.595182911E12,251-SE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-117.5473584004645,58.62934481107864],[-117.5456410796758,58.62934481107864],[-117.5456410796758,58.63024452476641],[-117.5473584004645,58.63024452476641],[-117.5473584004645,58.62934481107864]]]}"
2018_01_01_0000000000000000001a,17650.0,17675.0,17732.0,2018-01-01 00:00:00,1.595182911E12,249-NW,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-118.28029291052106,58.669552525277545],[-118.27857361038143,58.669552525277545],[-118.27857361038143,58.670452238965325],[-118.28029291052106,58.670452238965325],[-118.28029291052106,58.669552525277545]]]}"
2018_01_01_0000000000000000001f,17650.0,17675.0,17732.0,2018-01-01 00:00:00,1.595182911E12,249-SE,1.5147648E12,2021,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-118.28029291052106,58.669552525277545],[-118.27857361038143,58.669552525277545],[-118.27857361038143,58.670452238965325],[-118.28029291052106,58.670452238965325],[-118.28029291052106,58.669552525277545]]]}"
2018_01_01_00000000000000000008,17629.0,17684.0,17717.0,2018-01-01 00:00:00,1.595182911E12,ELE-5-2,1.5147648E12,2022,"{""geodesic"":false,""type"":""Polygon"",""coordinates"":[[[-116.27596514552823,52.40107757827435],[-116.27449990522723,52.40107757827435],[-116.27449990522723,52.40197729196166],[-116.27596514552823,52.40197729196166],[-116.27596514552823,52.40107757827435]]]}"
